sample,factor_universe,market_target,horizon,state,state_bin,train_q1,train_q2,n,mean_fwd_return,median_fwd_return,positive_market_share,mean_tstat
OOS,K200,KOSPI_ALL,20,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.030974240606415415,0.029954207894338995,0.7176470588235294,5.145301263793572
TRAIN,K200,KOSDAQ,1,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.0016291954998816345,0.0015577024002834477,0.5315315315315315,1.096339593938207
TRAIN,K200,KOSDAQ,1,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,0.00024964554621009966,0.0008147740122525334,0.5272727272727272,0.22042437339513024
TRAIN,K200,KOSDAQ,1,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,-0.0009153845851761263,3.901444981883629e-05,0.5045045045045045,-0.7276986124659095
OOS,K200,KOSDAQ,1,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,39,0.001677101915767289,0.002841861317974643,0.5641025641025641,0.3973077934438122
OOS,K200,KOSDAQ,1,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,-0.003038253669854526,0.001319551040412601,0.5098039215686274,-0.7242001955080992
OOS,K200,KOSDAQ,1,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.0024131323709121826,0.0021585767477764993,0.6352941176470588,1.540789094652853
TRAIN,K200,KOSDAQ,5,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.004206965806936714,0.006004518118785541,0.5495495495495496,1.086316816098007
TRAIN,K200,KOSDAQ,5,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,0.0012441575203349258,0.006709357573389857,0.6,0.3707717695310597
TRAIN,K200,KOSDAQ,5,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,-0.003136685167050175,0.0006087961786924799,0.5315315315315315,-1.0774727741254861
OOS,K200,KOSDAQ,5,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,38,-0.0025659890004043812,-0.00026186727039610844,0.5,-0.28515734647000013
OOS,K200,KOSDAQ,5,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,-0.003897673191070661,-0.006642946879933766,0.35294117647058826,-0.6427788724720946
OOS,K200,KOSDAQ,5,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.006696818443053109,0.009560686328032898,0.6470588235294118,2.0998938583818245
TRAIN,K200,KOSDAQ,20,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.009924938533876307,0.003921041636318193,0.5315315315315315,1.1933936709729027
TRAIN,K200,KOSDAQ,20,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,-0.0014619439464466535,0.0006140332450543206,0.509090909090909,-0.2748459634516067
TRAIN,K200,KOSDAQ,20,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,0.00192864746093234,0.0066190553958612695,0.5585585585585585,0.30715038871573863
OOS,K200,KOSDAQ,20,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,35,-0.012923333124551193,0.00558471415219844,0.5714285714285714,-0.7394339434251741
OOS,K200,KOSDAQ,20,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,-0.011054269065380287,-0.013669776169760462,0.4117647058823529,-0.9243822064318563
OOS,K200,KOSDAQ,20,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.021619680960322525,0.022950960520054693,0.6941176470588235,3.4966888254623436
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.0011456649888186335,0.0015389602629522225,0.5945945945945946,0.8734702293065927
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,6.916785488917159e-05,0.0003523752679099394,0.5272727272727272,0.08409594868934382
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,-0.0010132875672039655,-0.0006895196534530868,0.4594594594594595,-1.1799915466802302
OOS,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,39,0.0064646296290754805,0.0042178339996176975,0.6410256410256411,1.2755128263667375
OOS,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,-0.003460427903721729,-0.0006086374007591578,0.45098039215686275,-0.958353577887638
OOS,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.001998502069426656,0.002661392028328128,0.5882352941176471,1.625820108038391
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.0027778269021966253,0.005070496214866772,0.5945945945945946,1.031721899709856
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,0.0010009409530162012,0.004601831577114867,0.6363636363636364,0.41877479449626875
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,-0.0016373097041449604,9.629607015021203e-05,0.5135135135135135,-0.8124767324447649
OOS,K200,KOSPI_KOSDAQ_ALL,5,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,38,0.007347839805882223,0.005937676986970267,0.5,0.7431214401868255
OOS,K200,KOSPI_KOSDAQ_ALL,5,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,-0.001024694670574308,-0.0022587955056821143,0.43137254901960786,-0.2160542619936197
OOS,K200,KOSPI_KOSDAQ_ALL,5,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.009661861040443854,0.011827633156815717,0.6941176470588235,3.795969957263427
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.00786791534692801,0.010961368375545464,0.5945945945945946,1.2349089923711911
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,-0.0007080289746564226,0.0014438145038836653,0.5272727272727272,-0.1842927022468297
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,0.0027938910757692027,0.009207958942049673,0.5675675675675675,0.6194908202940089
OOS,K200,KOSPI_KOSDAQ_ALL,20,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,35,0.02968934903174696,0.017667517677125835,0.6285714285714286,1.2048393323451005
OOS,K200,KOSPI_KOSDAQ_ALL,20,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,0.013331514242879329,0.0030460186641734625,0.5294117647058824,1.4024427994930488
OOS,K200,KOSPI_KOSDAQ_ALL,20,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.029570649464281843,0.0316697828064471,0.7058823529411765,5.110928679235727
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.0014999308108599833,0.001907343341881737,0.6036036036036037,1.0899886037281432
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,0.0003046363013439346,0.0005650197133098257,0.5454545454545454,0.29930630599193925
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,-0.0007510701583196059,4.5567167079350176e-07,0.5045045045045045,-0.669318045872428
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,39,0.0018749944957804127,0.0038619586901986218,0.5897435897435898,0.4866055870342769
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,-0.0031428173675577624,0.0007698116898376778,0.5098039215686274,-0.8099065521874316
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.0021346620802914665,0.0028495915573089974,0.5882352941176471,1.5728089576808384
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.0036325990415621867,0.00533818776757527,0.5585585585585585,0.9864146977496383
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,0.0009890041757054044,0.004687176237614891,0.5909090909090909,0.32206890561275053
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,-0.0029338542172905628,0.0006495879971118481,0.5225225225225225,-1.1048115593063803
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,38,-0.0014842329339087403,-0.001949865196147678,0.47368421052631576,-0.18219912056408624
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,-0.004379419924462523,-0.006877117794283687,0.4117647058823529,-0.8478670702418315
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.007149708438543925,0.007637220763284834,0.6588235294117647,2.4418848764549974
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,111,0.009768766800852478,0.004871593158277282,0.5405405405405406,1.1957158465762465
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,110,-0.002014858357742366,-0.0034433363171498905,0.4909090909090909,-0.4141688188266
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,111,0.0004583207965887988,0.004635824586194847,0.5495495495495496,0.0819276630935768
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,AVG_CORR_12P,LOW,0.0355262718210099,0.12900827672887813,35,-0.01036815042355451,0.0036883346805474527,0.5428571428571428,-0.6549863888447418
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,AVG_CORR_12P,MID,0.0355262718210099,0.12900827672887813,51,-0.007464804753813841,-0.008150286670429028,0.39215686274509803,-0.6823397289115547
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,AVG_CORR_12P,HIGH,0.0355262718210099,0.12900827672887813,85,0.021523146963396553,0.0248014101720807,0.6823529411764706,3.7899587472515366
TRAIN,K200,K200,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.0008850800278855853,0.0008934564030904939,0.5675675675675675,0.6962017476498351
TRAIN,K200,K200,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,-0.0003695442202880939,-0.0002447293436072881,0.4818181818181818,-0.36786323564163137
TRAIN,K200,K200,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.0005491098103257289,0.000461245885614,0.5225225225225225,-0.6762136305794655
OOS,K200,K200,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,23,0.008725448729954755,0.015319615337520916,0.782608695652174,0.8118086817228929
OOS,K200,K200,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,-0.0010161380714735237,-0.0006779002790358637,0.4722222222222222,-0.6085535997853502
OOS,K200,K200,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.001844738837410131,0.0033323350369740407,0.575,1.2257503453898073
TRAIN,K200,K200,5,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.0004741119508120743,0.0032540171525886796,0.5765765765765766,0.19509860235558613
TRAIN,K200,K200,5,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,0.0021499709564890687,0.001804463718189498,0.5545454545454546,0.8430257766239705
TRAIN,K200,K200,5,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.00020795483199076233,0.0020880384487226393,0.5495495495495496,-0.1084537479017244
OOS,K200,K200,5,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,22,0.006442820752129695,0.006138107411456368,0.5,0.35451195254108125
OOS,K200,K200,5,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,0.006310086468483367,0.004605227287047295,0.5972222222222222,1.9040313252806709
OOS,K200,K200,5,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.007604430902700113,0.007173017600931086,0.6375,2.4553507804937413
TRAIN,K200,K200,20,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.00021924069441147499,0.0004327106284676111,0.5045045045045045,0.040195028083600974
TRAIN,K200,K200,20,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,0.010218253346075911,0.01163988184130674,0.6,2.1403122281211693
TRAIN,K200,K200,20,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,0.0005462999977976056,0.007507248476565926,0.5675675675675675,0.12402243062805321
OOS,K200,K200,20,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,19,0.045570533501582404,0.055870067463852015,0.5789473684210527,0.9552768106229792
OOS,K200,K200,20,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,0.02460661838376803,0.01648606408696833,0.6527777777777778,2.978781252047475
OOS,K200,K200,20,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.028600183648268895,0.021316437331353952,0.65,4.342164569788667
TRAIN,K200,KOSPI_EX_K200,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.001713249942872449,0.0024580165429305247,0.5945945945945946,1.3131046867617175
TRAIN,K200,KOSPI_EX_K200,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,-8.783490401046623e-05,0.000458363345052542,0.5363636363636364,-0.09010144995267604
TRAIN,K200,KOSPI_EX_K200,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.00024835615801297443,-0.0002215809239361014,0.4954954954954955,-0.27940385371381415
OOS,K200,KOSPI_EX_K200,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,23,0.0011838389732676217,0.010476617335658963,0.6956521739130435,0.15670618225906777
OOS,K200,KOSPI_EX_K200,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,-0.0006003227460943824,-0.0011251572190800919,0.4583333333333333,-0.43421002760681826
OOS,K200,KOSPI_EX_K200,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.0009118763065711444,0.0032614086539670575,0.625,0.6599015135476468
TRAIN,K200,KOSPI_EX_K200,5,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.0033286264113138136,0.006233570481644649,0.5765765765765766,0.9226036399983656
TRAIN,K200,KOSPI_EX_K200,5,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,-0.0005728487370779859,0.004686832968164828,0.5272727272727272,-0.19451374744772681
TRAIN,K200,KOSPI_EX_K200,5,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.0015238044966208333,-5.2374163196265905e-05,0.4954954954954955,-0.6643984164544281
OOS,K200,KOSPI_EX_K200,5,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,22,0.0005635388956678509,0.004859372944163377,0.5454545454545454,0.046944041639706446
OOS,K200,KOSPI_EX_K200,5,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,0.0016276303167294408,-0.0007459350283595249,0.4861111111111111,0.6046754232973571
OOS,K200,KOSPI_EX_K200,5,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.004368022893518448,0.005858072965908493,0.625,1.4286191593714412
TRAIN,K200,KOSPI_EX_K200,20,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.009069461156624239,0.004809218476050202,0.5585585585585585,1.1017738812570659
TRAIN,K200,KOSPI_EX_K200,20,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,0.0014830613975573117,0.00777241112483735,0.5545454545454546,0.3173914924169176
TRAIN,K200,KOSPI_EX_K200,20,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.0037306372968632867,8.370015127512611e-06,0.5045045045045045,-0.7631379984566108
OOS,K200,KOSPI_EX_K200,20,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,19,-0.0004057716514310874,-0.0025752535314753694,0.42105263157894735,-0.01657640714102258
OOS,K200,KOSPI_EX_K200,20,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,0.0024367087835107074,0.005541069075185888,0.5694444444444444,0.3568884144105155
OOS,K200,KOSPI_EX_K200,20,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.01979998642452236,0.014563252538830139,0.625,3.633341826655943
TRAIN,K200,KOSPI_ALL,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.000952651424205717,0.000802193672904256,0.5585585585585585,0.7642804784537842
TRAIN,K200,KOSPI_ALL,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,-0.00032660434983866724,-2.0500084231027088e-05,0.4909090909090909,-0.3333878101793092
TRAIN,K200,KOSPI_ALL,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.0005290995687103236,0.00012726026554315186,0.5135135135135135,-0.6662749001674575
OOS,K200,KOSPI_ALL,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,23,0.008325857119452404,0.015908643029203775,0.782608695652174,0.7861915841821698
OOS,K200,KOSPI_ALL,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,-0.0010164339062552008,-0.0008995903603603948,0.4861111111111111,-0.6230720322221425
OOS,K200,KOSPI_ALL,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.0017670240461200182,0.0034105392004514356,0.5875,1.1998815188571923
TRAIN,K200,KOSPI_ALL,5,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.0006966986574008394,0.0038741620104035396,0.5855855855855856,0.28374221943156214
TRAIN,K200,KOSPI_ALL,5,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,0.0018611405355992703,0.002378677834655098,0.5545454545454546,0.7309050105524405
TRAIN,K200,KOSPI_ALL,5,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.00035454976063276306,0.001372855258467704,0.5225225225225225,-0.1875090110030427
OOS,K200,KOSPI_ALL,5,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,22,0.006020852329394897,0.005495419912033902,0.5,0.33837669318799385
OOS,K200,KOSPI_ALL,5,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,0.0061221758786637005,0.004074256592920201,0.5694444444444444,1.9127579919802153
OOS,K200,KOSPI_ALL,5,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.007335463085019594,0.008617357071078784,0.6125,2.413816239971465
TRAIN,K200,KOSPI_ALL,20,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.0009104778722207966,0.0029158791385419662,0.5315315315315315,0.16258640418765932
TRAIN,K200,KOSPI_ALL,20,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,0.00925247241837532,0.010022102775506756,0.5909090909090909,1.9719790629490446
TRAIN,K200,KOSPI_ALL,20,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,7.427258018046922e-05,0.007653851182255213,0.5585585585585585,0.01705326016465546
OOS,K200,KOSPI_ALL,20,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,19,0.0427389388022751,0.05357011814347429,0.5789473684210527,0.9212701642701959
OOS,K200,KOSPI_ALL,20,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,0.023436787739500087,0.01544882911032228,0.6388888888888888,2.9360520908403833
OOS,K200,KOSPI_ALL,20,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.027850070234417167,0.019148256765866206,0.65,4.393675008447486
TRAIN,K200,KOSDAQ,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.0014822770340343363,0.0023146966609073503,0.5405405405405406,1.0177313175973588
TRAIN,K200,KOSDAQ,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,-0.00019675588513720063,0.0012465930538684165,0.5363636363636364,-0.16692202937795
TRAIN,K200,KOSDAQ,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.0003260863224981694,-0.00016399042987466105,0.4864864864864865,-0.2597788715973018
OOS,K200,KOSDAQ,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,23,-0.0017441584081427121,0.001442561279811997,0.5217391304347826,-0.1793444199502442
OOS,K200,KOSDAQ,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,0.0005906152849859564,0.0019708177101098578,0.5833333333333334,0.31304549195225334
OOS,K200,KOSDAQ,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.0014145453993521559,0.002784222462801132,0.6,0.7324981880866833
TRAIN,K200,KOSDAQ,5,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.0022546864201683048,0.006004518118785541,0.5495495495495496,0.5927444362965607
TRAIN,K200,KOSDAQ,5,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,-0.00021967318593617974,0.003479673970654514,0.5909090909090909,-0.06450373832318176
TRAIN,K200,KOSDAQ,5,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,0.00026623726196888116,0.002696465283028552,0.5405405405405406,0.08930029278318125
OOS,K200,KOSDAQ,5,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,22,-0.007205754499134755,-0.01359142931844512,0.3181818181818182,-0.48135555280812914
OOS,K200,KOSDAQ,5,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,0.0003804336035494896,0.0006455616688802655,0.5138888888888888,0.09119682123449067
OOS,K200,KOSDAQ,5,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.005050950405311816,0.01002302303800933,0.6,1.343098321235828
TRAIN,K200,KOSDAQ,20,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.003922905281203423,0.00010728190435973021,0.5045045045045045,0.4909659746049828
TRAIN,K200,KOSDAQ,20,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,0.002609017782979357,0.008768282278538129,0.5636363636363636,0.4720816912084818
TRAIN,K200,KOSDAQ,20,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,0.0038963943150749445,0.0062162885449740645,0.5315315315315315,0.5931623464109137
OOS,K200,KOSDAQ,20,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,19,-0.04303920898214184,-0.06135351939544827,0.3157894736842105,-1.5674573702831271
OOS,K200,KOSDAQ,20,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,-0.0036152551339243416,0.00076012411811259,0.5277777777777778,-0.38515202240896107
OOS,K200,KOSDAQ,20,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,80,0.0237453980029622,0.02693235814571401,0.7,3.6780076405314297
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,111,0.0010300101132091545,0.0013452542149169561,0.5765765765765766,0.8276017983581943
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,110,-0.0003235536395564594,0.0002356991772569196,0.5272727272727272,-0.3383289223672689
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_24P,HIGH,0.04425855512080468,0.13535490788163684,111,-0.0005084492286303477,-0.000590908366701574,0.4774774774774775,-0.6150545158192473
OOS,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_24P,LOW,0.04425855512080468,0.13535490788163684,23,0.007353301833678106,0.018234127260752873,0.782608695652174,0.703181367212491
OOS,K200,KOSPI_KOSDAQ_ALL,1,AVG_CORR_24P,MID,0.04425855512080468,0.13535490788163684,72,-0.000818489800496577,-0.0004225956681537373,0.4583333333333333,-0.5036288311903476
