sample,universe,variable,horizon,train_q1,train_q2,n_low,n_high,low_mean,high_mean,high_minus_low
BULL_2025,KOSPI_KOSDAQ_ALL,positive_abs_breadth,1,0.25,1.0,10,27,-0.004295692870357105,0.005080445635225838,0.009376138505582943
BULL_2025,KOSPI_KOSDAQ_ALL,positive_abs_breadth,5,0.25,1.0,10,27,-0.0017132408809348927,0.012253368159495868,0.01396660904043076
BULL_2025,KOSPI_KOSDAQ_ALL,positive_abs_breadth,20,0.25,1.0,10,27,0.0305688752329129,0.07027703762914785,0.039708162396234946
YTD_2026,KOSPI_KOSDAQ_ALL,positive_abs_breadth,1,0.25,1.0,13,11,0.011477464494431001,-0.010529761488770474,-0.022007225983201477
YTD_2026,KOSPI_KOSDAQ_ALL,positive_abs_breadth,5,0.25,1.0,12,11,-0.01457464738473977,0.03516840570759854,0.04974305309233831
YTD_2026,KOSPI_KOSDAQ_ALL,positive_abs_breadth,20,0.25,1.0,9,11,-0.01424459448711231,0.08756267979763073,0.10180727428474304
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,1,0.0,0.25,124,167,0.0005930308539056689,5.430125972875259e-05,-0.0005387295941769163
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,5,0.0,0.25,124,167,-5.601890425273284e-05,0.00126860102868185,0.0013246199329345829
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,20,0.0,0.25,124,167,0.003308187171066815,0.0035208229253457946,0.00021263575427897963
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,1,0.0,0.25,57,118,0.0031436492798530185,0.0005620627067269434,-0.002581586573126075
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,5,0.0,0.25,56,118,0.0009940491917832636,0.00841143998408559,0.007417390792302327
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,20,0.0,0.25,53,118,0.003928123292899556,0.03410465349523957,0.030176530202340013
POST_2023_2024,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,1,0.0,0.25,40,57,0.0011471722042472575,-0.0008883797266787335,-0.002035551930925991
POST_2023_2024,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,5,0.0,0.25,40,57,0.0020426460956942667,-0.00022052011971729238,-0.002263166215411559
POST_2023_2024,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,20,0.0,0.25,40,57,0.0046975923525871925,0.0012250016094131296,-0.003472590743174063
YTD_2026,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,1,0.0,0.25,11,18,0.01175735954000886,-0.000737531969257163,-0.012494891509266024
YTD_2026,KOSPI_KOSDAQ_ALL,abs_confirmed_breadth,5,0.0,0.25,10,18,-0.011238474819338398,0.026071663987003408,0.037310138806341805
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,1,0.0,0.25,158,133,-2.6291702920075603e-05,0.000652317483611854,0.0006786091865319296
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,5,0.0,0.25,158,133,0.0005909702727314516,0.0008386219892553446,0.00024765171652389305
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,20,0.0,0.25,158,133,0.00047134447928539876,0.006945264736976993,0.006473920257691594
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,1,0.0,0.25,92,83,0.0011891856335524225,0.0016398353019105843,0.0004506496683581618
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,5,0.0,0.25,92,82,0.008881750836683754,0.002818238974232399,-0.006063511862451356
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,20,0.0,0.25,92,79,0.03526737401373559,0.0125055852873199,-0.022761788726415693
POST_2023_2024,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,1,0.0,0.25,49,48,-0.0003742101561352217,0.00028303211249642413,0.0006572422686316458
POST_2023_2024,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,5,0.0,0.25,49,48,-0.002096355023099713,0.0035803665236618944,0.005676721546761607
POST_2023_2024,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,20,0.0,0.25,49,48,-0.0029745155471640125,0.008405834326064012,0.011380349873228024
BULL_2025,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,1,0.0,0.25,29,20,0.004886815142751489,-0.0003755427018531416,-0.005262357844604631
BULL_2025,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,5,0.0,0.25,29,20,0.012647916769625282,0.01276928429831332,0.00012136752868803849
BULL_2025,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,20,0.0,0.25,29,20,0.06928128276597607,0.031616296447070785,-0.03766498631890529
YTD_2026,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,1,0.0,0.25,14,15,-0.0009983045144531743,0.008668776179720861,0.009667080694174036
YTD_2026,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,5,0.0,0.25,14,14,0.03950377762768986,-0.014010548801070041,-0.053514326428759904
YTD_2026,KOSPI_KOSDAQ_ALL,bearish_reverse_breadth,20,0.0,0.25,14,11,0.09865660506152889,-0.004351339899474169,-0.10300794496100306
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,spread_dispersion,1,0.027503249506652686,0.043644975338645184,97,97,-0.0006172732807241092,0.0007041349204597754,0.0013214082011838847
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,spread_dispersion,5,0.027503249506652686,0.043644975338645184,97,97,-0.0011427579004125025,0.003322737193795279,0.004465495094207781
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,spread_dispersion,20,0.027503249506652686,0.043644975338645184,97,97,-0.0067861337314275745,0.012933247829760606,0.01971938156118818
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,spread_dispersion,1,0.027503249506652686,0.043644975338645184,50,84,0.0016955965517078506,-0.00016639092739448964,-0.0018619874791023401
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,spread_dispersion,5,0.027503249506652686,0.043644975338645184,50,83,0.003122743764675273,0.00401316194016586,0.0008904181754905874
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,spread_dispersion,20,0.027503249506652686,0.043644975338645184,50,80,0.018732210808985756,0.02196455928237806,0.003232348473392304
POST_2023_2024,KOSPI_KOSDAQ_ALL,spread_dispersion,1,0.027503249506652686,0.043644975338645184,35,39,0.0010677506584966523,-0.0008271519311037415,-0.0018949025896003936
POST_2023_2024,KOSPI_KOSDAQ_ALL,spread_dispersion,5,0.027503249506652686,0.043644975338645184,35,39,-0.003386903006975517,0.005563234633210967,0.008950137640186484
POST_2023_2024,KOSPI_KOSDAQ_ALL,spread_dispersion,20,0.027503249506652686,0.043644975338645184,35,39,-0.005565830201452154,0.009900085648475844,0.015465915849927998
BULL_2025,KOSPI_KOSDAQ_ALL,spread_dispersion,1,0.027503249506652686,0.043644975338645184,11,24,0.0021482468996603605,0.0015448489710055005,-0.0006033979286548599
BULL_2025,KOSPI_KOSDAQ_ALL,spread_dispersion,5,0.027503249506652686,0.043644975338645184,11,24,0.01593037666204551,0.004494701984119674,-0.011435674677925837
BULL_2025,KOSPI_KOSDAQ_ALL,spread_dispersion,20,0.027503249506652686,0.043644975338645184,11,24,0.0965444089796932,0.03083307352515842,-0.06571133545453478
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,avg_corr_60d,1,-0.040874260446526846,0.146308941709438,97,97,-5.490248008664373e-05,-0.0004902765480516046,-0.0004353740679649609
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,avg_corr_60d,5,-0.040874260446526846,0.146308941709438,97,97,-0.0005892451192300984,0.00013940105763790705,0.0007286461768680055
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,avg_corr_60d,20,-0.040874260446526846,0.146308941709438,97,97,0.0008691722632025715,0.002027869746529669,0.0011586974833270977
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,avg_corr_60d,1,-0.040874260446526846,0.146308941709438,42,51,0.002370412790116089,0.002914928424074498,0.000544515633958409
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,avg_corr_60d,5,-0.040874260446526846,0.146308941709438,42,51,0.01425960914842774,0.007344511635295115,-0.006915097513132625
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,avg_corr_60d,20,-0.040874260446526846,0.146308941709438,42,51,0.07463459708173831,0.03289388339939356,-0.04174071368234475
POST_2023_2024,KOSPI_KOSDAQ_ALL,avg_corr_60d,1,-0.040874260446526846,0.146308941709438,15,34,-0.0001582358130293515,0.0017939573628711178,0.0019521931759004694
POST_2023_2024,KOSPI_KOSDAQ_ALL,avg_corr_60d,5,-0.040874260446526846,0.146308941709438,15,34,0.003328174424836635,0.0016807122391035675,-0.0016474621857330677
POST_2023_2024,KOSPI_KOSDAQ_ALL,avg_corr_60d,20,-0.040874260446526846,0.146308941709438,15,34,0.02107737167049584,0.011252663154747752,-0.009824708515748088
