date,sample,horizon,universe,strategy,gross,turnover
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_TOP1_LOW20,-0.0025166746853631412,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_TOP1_LOW30,-0.007567940567225483,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_TOP1_ONLY,-0.004255203485398934,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,CF20,0.017609927711991318,0.59375
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_LOW05,0.01886139873178339,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_LOW10,0.02101131317754362,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_LOW20,0.01867694478342581,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_LOW30,0.023857253670655457,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_TOP1_LOW05,0.01886139873178339,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_TOP1_LOW10,0.02101131317754362,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_TOP1_LOW20,0.01867694478342581,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_TOP1_LOW30,0.023857253670655457,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_KOSDAQ_ALL,VETO_TOP1_ONLY,0.01886139873178339,1.0
2016-02-11,EARLY_2016_2019,5,K200,CF20,0.02346140634887011,0.325
2016-02-11,EARLY_2016_2019,5,K200,VETO_LOW05,0.022380766970053458,0.38125
2016-02-11,EARLY_2016_2019,5,K200,VETO_LOW10,0.02313470402299228,0.38125
2016-02-11,EARLY_2016_2019,5,K200,VETO_LOW20,0.023145249599796514,0.41875
2016-02-11,EARLY_2016_2019,5,K200,VETO_LOW30,0.02222223284820722,0.43125
2016-02-11,EARLY_2016_2019,5,K200,VETO_TOP1_LOW05,0.022607704893760388,0.38749999999999996
2016-02-11,EARLY_2016_2019,5,K200,VETO_TOP1_LOW10,0.02287293368167646,0.375
2016-02-11,EARLY_2016_2019,5,K200,VETO_TOP1_LOW20,0.022720495505429636,0.40625
2016-02-11,EARLY_2016_2019,5,K200,VETO_TOP1_LOW30,0.02357680776147104,0.43125
2016-02-11,EARLY_2016_2019,5,K200,VETO_TOP1_ONLY,0.02368834427257704,0.3375
2016-02-11,EARLY_2016_2019,5,KOSDAQ,CF20,-0.0005451854332880525,0.33125000000000004
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_LOW05,-0.0005451854332880525,0.325
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_LOW10,-0.0016814374371289247,0.31875
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_LOW20,-0.0016814374371289247,0.325
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_LOW30,0.0028644628326554163,0.4125
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_TOP1_LOW05,-0.0005451854332880525,0.325
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_TOP1_LOW10,-0.0016814374371289247,0.31875
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_TOP1_LOW20,-0.0016814374371289247,0.325
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_TOP1_LOW30,0.0028644628326554163,0.4125
2016-02-11,EARLY_2016_2019,5,KOSDAQ,VETO_TOP1_ONLY,-0.0005451854332880525,0.325
2016-02-11,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,0.005138117670421346,0.36875
2016-02-11,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_LOW05,0.005138117670421346,0.36875
2016-02-11,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_LOW10,0.005257290529149241,0.375
2016-02-11,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_LOW20,0.0065802435373374145,0.38749999999999996
