universe,eval_year,period,feature,target,train_n,test_n,train_spearman,direction,oos_spearman,directed_oos_spearman,raw_high_minus_low,directed_high_minus_low
K200,2020,DEV_2020_2022,LEADER_ABS_SHARE_20,TARGET_REVERSAL_GAP_20,184,50,-0.1470825065978309,-1,-0.22996398559423767,0.22996398559423767,-0.02659104808412594,0.02659104808412594
K200,2020,DEV_2020_2022,TOP2_ABS_SHARE_20,TARGET_REVERSAL_GAP_20,184,50,-0.2060969736664676,-1,-0.33858343337334934,0.33858343337334934,-0.04229239210362763,0.04229239210362763
K200,2020,DEV_2020_2022,LEADER_Z_20,TARGET_REVERSAL_GAP_20,184,50,0.015466856735566642,1,-0.26252100840336134,-0.26252100840336134,-0.04049892175513445,-0.04049892175513445
K200,2020,DEV_2020_2022,TOP2_PREMIUM_20,TARGET_REVERSAL_GAP_20,184,50,0.06462792086455664,1,-0.00312124849939976,-0.00312124849939976,0.008197331024447179,0.008197331024447179
K200,2020,DEV_2020_2022,EXTREME_RANGE_RATIO_20,TARGET_REVERSAL_GAP_20,184,50,0.02772822715802046,1,0.24360144057623048,0.24360144057623048,0.044955065609641964,0.044955065609641964
K200,2021,DEV_2020_2022,BREADTH_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,-0.07428845608843442,-1,0.17450390847382194,-0.17450390847382194,0.005721327784633601,-0.005721327784633601
K200,2021,DEV_2020_2022,BREADTH_60,TARGET_TOP2_RELATIVE_LOSS_20,234,49,-0.10605123520051861,-1,0.05730517227889931,-0.05730517227889931,0.006349903069497954,-0.006349903069497954
K200,2021,DEV_2020_2022,DISPERSION_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.1964194816537069,1,0.17540816326530612,0.17540816326530612,0.011395055338376307,0.011395055338376307
K200,2021,DEV_2020_2022,DISPERSION_60,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.022993333942105745,1,0.2943877551020408,0.2943877551020408,0.01389690319060868,0.01389690319060868
K200,2021,DEV_2020_2022,ABS_OPPORTUNITY_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.17453739150387862,1,0.19193877551020405,0.19193877551020405,0.005052766561936679,0.005052766561936679
K200,2021,DEV_2020_2022,RANGE_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.2101992793071234,1,0.14193877551020406,0.14193877551020406,0.008431905852063883,0.008431905852063883
K200,2021,DEV_2020_2022,LEADER_STRENGTH_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.09329811819082208,1,0.16826530612244894,0.16826530612244894,0.00933829618836754,0.00933829618836754
K200,2021,DEV_2020_2022,LOSER_WEAKNESS_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.21067599493314043,1,0.13224489795918368,0.13224489795918368,0.010765096904929631,0.010765096904929631
K200,2021,DEV_2020_2022,WINNER_GAP_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.19241563233892706,1,-0.0002040816326530612,-0.0002040816326530612,-0.004950506129865748,-0.004950506129865748
K200,2021,DEV_2020_2022,CROSS_HORIZON_RANK_CORR,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.05625799085396179,1,-0.07917103608195576,-0.07917103608195576,-0.0034514087957410343,-0.0034514087957410343
K200,2021,DEV_2020_2022,PREV_RANK_CORR_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,-0.013919883801329164,-1,-0.07814299847402299,0.07814299847402299,-0.0011645688552258198,0.0011645688552258198
K200,2021,DEV_2020_2022,RANK_TURNOVER_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.013919883801329164,1,0.07814299847402299,0.07814299847402299,0.0011645688552258198,0.0011645688552258198
