date,phase,universe,factor,strategy,codes
2016-01-22,4,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A003030|A138930|A005850|A000990|A139130|A015760|A183190|A086790|A200880|A006650|A175330|A005380|A001430|A089470|A024110|A104700|A000270
2016-01-22,4,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A200880|A005850|A011760|A004800|A183190|A175330|A003300|A086790|A003030|A006650|A006840|A120110|A139130|A138930|A029460|A104700|A089470|A000720
2016-01-22,4,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A000070|A000640|A001520|A006060|A012630|A111770|A000720|A108670|A204320|A060980|A009450|A006360|A192400|A069960|A009240|A020000|A010140|A047810|A097950
2016-01-22,4,KOSPI_ALL,PRIVATE_FLOW,CF20,A006060|A001520|A000070|A000640|A192820|A000720|A006360|A012630|A060980|A000990|A204320|A009450|A111770|A020000|A009240|A069960|A002320|A175330|A192400|A097950
2016-01-25,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A063080|A112040|A194480|A213420|A067000|A017390|A052790|A002020|A196170|A009420|A067390|A141000|A182400|A006360|A036930|A054620|A114810|A036030|A053030|A002320
2016-01-25,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A009420|A213420|A002020|A036930|A194480|A112040|A067000|A052790|A017390|A196170|A063080|A141000|A006360|A041910|A054620|A064760|A060720|A002320|A004430|A067390
2016-01-25,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A013120|A015750|A000990|A139130|A183190|A200880|A043370|A175330|A089470|A023410|A030530|A006840|A028670|A018670|A192440|A029460|A005880|A082640
2016-01-25,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A011760|A200880|A036830|A013120|A183190|A015750|A175330|A023410|A029460|A006840|A139130|A043370|A089470|A030530|A102260|A000370|A052790|A018670|A028670
2016-01-25,5,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A003030|A005850|A000990|A015760|A138930|A139130|A183190|A200880|A086790|A005380|A175330|A006650|A089470|A104700|A024110|A001430|A000270
2016-01-25,5,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A011760|A200880|A005850|A004800|A183190|A175330|A006650|A003300|A086790|A120110|A003030|A006840|A029460|A139130|A138930|A104700|A089470|A005380
2016-01-25,5,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A028050|A000640|A000070|A001520|A012630|A000720|A111770|A006060|A204320|A009450|A108670|A060980|A069960|A002320|A192400|A006840|A020000|A047810|A009240
2016-01-25,5,KOSPI_ALL,PRIVATE_FLOW,CF20,A006060|A001520|A028050|A000640|A000070|A192820|A000720|A002320|A012630|A145990|A009450|A204320|A060980|A111770|A000990|A069960|A020000|A006840|A009240|A192400
2016-01-26,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A112040|A063080|A194480|A213420|A017390|A002020|A067000|A196170|A009420|A067390|A141000|A182400|A006360|A036930|A054620|A114810|A036030|A053030|A002320|A035600
2016-01-26,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A009420|A213420|A063080|A002020|A112040|A036930|A194480|A196170|A017390|A141000|A006360|A067000|A054620|A060720|A067390|A064760|A004430|A041910|A002320|A114810
2016-01-26,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A013120|A015750|A000990|A139130|A183190|A200880|A043370|A175330|A089470|A023410|A030530|A028670|A006840|A018670|A029460|A192440|A115160|A005880
2016-01-26,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A011760|A200880|A036830|A013120|A183190|A015750|A175330|A029460|A023410|A006840|A139130|A043370|A089470|A018670|A030530|A028670|A102260|A000370|A004430
2016-01-26,6,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A003030|A000990|A139130|A005850|A138930|A015760|A183190|A200880|A086790|A175330|A089470|A005380|A001430|A024110|A104700|A000270|A006650
2016-01-26,6,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A011760|A200880|A005850|A004800|A183190|A175330|A006650|A003300|A120110|A029460|A086790|A003030|A006840|A138930|A139130|A089470|A104700|A018670
2016-01-26,6,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A028050|A000070|A001520|A000640|A012630|A111770|A000720|A204320|A009450|A006060|A192400|A002320|A060980|A006840|A069960|A145990|A000120|A009240|A020000
2016-01-26,6,KOSPI_ALL,PRIVATE_FLOW,CF20,A006060|A001520|A028050|A000070|A000640|A192820|A145990|A002320|A000720|A009450|A012630|A204320|A004430|A060980|A111770|A069960|A006840|A020000|A192400|A009240
2016-01-27,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A112040|A063080|A194480|A213420|A017390|A002020|A067000|A196170|A009420|A067390|A141000|A182400|A006360|A036930|A054620|A114810|A036030|A053030|A002320|A035600
2016-01-27,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A009420|A063080|A213420|A002020|A112040|A006360|A036930|A017390|A194480|A054620|A196170|A141000|A067000|A060720|A067390|A002320|A004430|A114810|A064760|A041910
2016-01-27,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A013120|A015750|A139130|A183190|A000990|A200880|A043370|A175330|A023410|A030530|A089470|A028670|A006840|A029460|A018670|A082640|A192440|A115160
2016-01-27,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A011760|A200880|A036830|A183190|A013120|A015750|A023410|A029460|A175330|A006840|A139130|A043370|A089470|A030530|A000370|A018670|A028670|A102260|A004430
2016-01-27,7,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A003030|A138930|A139130|A005850|A015760|A183190|A000990|A200880|A086790|A175330|A005380|A001430|A104700|A024110|A089470|A006650|A000270
2016-01-27,7,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A011760|A005850|A200880|A183190|A004800|A006650|A003300|A029460|A175330|A138930|A120110|A003030|A086790|A006840|A139130|A104700|A089470|A024110
2016-01-27,7,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A000070|A028050|A001520|A000640|A111770|A000720|A012630|A204320|A002320|A192400|A006360|A089470|A069960|A006060|A006840|A006650|A145990|A011170|A000120
2016-01-27,7,KOSPI_ALL,PRIVATE_FLOW,CF20,A001520|A006060|A028050|A000070|A000640|A192820|A002320|A006360|A145990|A006650|A000720|A012630|A204320|A111770|A069960|A192400|A006840|A089470|A011170|A078520
2016-01-28,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A112040|A063080|A194480|A213420|A017390|A002020|A067000|A009420|A067390|A141000|A006360|A182400|A036930|A054620|A036030|A053030|A002320|A035600|A060720|A141080
2016-01-28,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A009420|A063080|A213420|A036930|A054620|A002020|A112040|A006360|A194480|A017390|A067000|A141000|A060720|A067390|A002320|A004430|A064760|A053030|A041910|A182400
2016-01-28,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A013120|A015750|A000990|A183190|A139130|A200880|A043370|A175330|A023410|A030530|A089470|A028670|A006840|A115160|A029460|A192440|A082640|A018670
2016-01-28,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A011760|A036830|A013120|A200880|A183190|A015750|A023410|A175330|A029460|A006840|A139130|A043370|A089470|A030530|A028670|A115160|A000370|A102260|A018670
2016-01-28,8,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A003030|A005850|A000990|A183190|A015760|A139130|A138930|A200880|A086790|A175330|A005380|A104700|A001430|A089470|A024110|A000270|A028670
2016-01-28,8,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A005850|A011760|A183190|A200880|A004800|A006650|A003300|A175330|A029460|A120110|A138930|A086790|A006840|A003030|A139130|A089470|A104700|A024110
2016-01-28,8,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A204320|A000070|A028050|A111770|A012630|A000720|A001520|A000640|A002320|A006650|A192400|A089470|A006840|A145990|A069960|A011170|A000120|A047810|A214320
2016-01-28,8,KOSPI_ALL,PRIVATE_FLOW,CF20,A001520|A028050|A000070|A000640|A006650|A192820|A002320|A145990|A204320|A000720|A012630|A111770|A006840|A069960|A192400|A020000|A089470|A011170|A066570|A214320
2016-01-29,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A112040|A063080|A194480|A213420|A017390|A002020|A067000|A009420|A067390|A141000|A006360|A182400|A036930|A054620|A036030|A053030|A002320|A004430|A035600|A060720
2016-01-29,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A213420|A009420|A112040|A063080|A054620|A002020|A036930|A067000|A004430|A017390|A194480|A141000|A006360|A060720|A002320|A067390|A053030|A064760|A041910|A182400
2016-01-29,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A013120|A015750|A000990|A183190|A139130|A200880|A043370|A175330|A030530|A089470|A023410|A006840|A028670|A115160|A192440|A029460|A005880|A018670
2016-01-29,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A011760|A036830|A013120|A183190|A200880|A004430|A015750|A175330|A029460|A023410|A006840|A043370|A139130|A089470|A030530|A000370|A102260|A115160|A028670
2016-01-29,9,KOSPI_ALL,PER12MF,BASE,A004800|A011760|A003300|A003030|A005850|A000990|A183190|A015760|A139130|A200880|A138930|A086790|A175330|A005380|A104700|A089470|A000270|A024110|A006650|A001430
2016-01-29,9,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A005850|A011760|A183190|A200880|A006650|A004800|A003300|A004430|A175330|A029460|A138930|A120110|A003030|A006840|A086790|A104700|A089470|A139130
2016-01-29,9,KOSPI_ALL,PRIVATE_FLOW,BASE,A028050|A192820|A204320|A012630|A000070|A111770|A001520|A000640|A006650|A002320|A192400|A000720|A004150|A047810|A089470|A008770|A006840|A145990|A069960|A011170
2016-01-29,9,KOSPI_ALL,PRIVATE_FLOW,CF20,A001520|A028050|A000070|A006650|A000640|A002320|A204320|A192820|A012630|A145990|A000720|A111770|A192400|A004150|A069960|A006840|A066570|A089470|A011170|A012330
2016-02-01,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A063080|A112040|A194480|A213420|A017390|A002020|A067000|A009420|A067390|A141000|A006360|A182400|A036930|A002320|A054620|A036030|A053030|A004430|A035600|A060720
2016-02-01,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A213420|A063080|A002020|A036930|A004430|A009420|A054620|A112040|A067000|A141000|A017390|A006360|A194480|A002320|A060720|A067390|A064760|A053030|A182400|A036030
2016-02-01,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A013120|A015750|A000990|A183190|A139130|A200880|A043370|A078070|A175330|A089470|A023410|A030530|A028670|A006840|A115160|A005880|A192440|A102260
2016-02-01,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A011760|A200880|A013120|A183190|A036830|A078070|A004430|A015750|A175330|A023410|A029460|A006840|A139130|A089470|A030530|A043370|A000370|A102260|A028670
2016-02-01,0,KOSPI_ALL,PER12MF,BASE,A004800|A011760|A003030|A003300|A000990|A005850|A183190|A139130|A015760|A200880|A138930|A086790|A005380|A175330|A089470|A104700|A000270|A024110|A006650|A028670
2016-02-01,0,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A005850|A011760|A200880|A183190|A006650|A004800|A003300|A138930|A175330|A004430|A003030|A029460|A120110|A006840|A086790|A139130|A089470|A104700
2016-02-01,0,KOSPI_ALL,PRIVATE_FLOW,BASE,A028050|A192820|A012630|A111770|A000070|A001520|A000150|A000640|A002320|A009150|A006650|A192400|A000720|A047810|A004150|A204320|A008770|A069960|A089470|A002380
2016-02-01,0,KOSPI_ALL,PRIVATE_FLOW,CF20,A001520|A000070|A000640|A006650|A028050|A192820|A002320|A012630|A111770|A145990|A000150|A000720|A192400|A004150|A069960|A204320|A006840|A089470|A214320|A047810
2016-02-02,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A063080|A194480|A112040|A213420|A017390|A002020|A067000|A009420|A067390|A141000|A006360|A052790|A182400|A036930|A095720|A002320|A054620|A036030|A053030|A004430
2016-02-02,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A063080|A213420|A002020|A009420|A036930|A067000|A141000|A004430|A194480|A017390|A006360|A112040|A067390|A095720|A002320|A054620|A060720|A052790|A053030|A064760
2016-02-02,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A015750|A013120|A139130|A000990|A183190|A200880|A043370|A175330|A078070|A089470|A023410|A028670|A030530|A006840|A192440|A102260|A005880|A082640
2016-02-02,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A011760|A200880|A013120|A036830|A078070|A183190|A015750|A175330|A004430|A023410|A029460|A006840|A139130|A043370|A089470|A030530|A000370|A102260|A028670
2016-02-02,1,KOSPI_ALL,PER12MF,BASE,A004800|A011760|A003300|A003030|A139130|A005850|A000990|A183190|A015760|A200880|A138930|A086790|A005380|A175330|A089470|A000270|A104700|A024110|A006650|A011210
2016-02-02,1,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A005850|A011760|A200880|A006650|A183190|A004800|A003300|A138930|A175330|A003030|A120110|A006840|A029460|A139130|A086790|A089470|A004430|A012330
2016-02-02,1,KOSPI_ALL,PRIVATE_FLOW,BASE,A028050|A192820|A012630|A111770|A001520|A000070|A000150|A006650|A000720|A009150|A000640|A002320|A192400|A047810|A004150|A008770|A089470|A002380|A006840|A069960
2016-02-02,1,KOSPI_ALL,PRIVATE_FLOW,CF20,A001520|A006650|A000070|A000640|A028050|A012630|A192820|A002320|A000720|A145990|A111770|A000150|A004150|A192400|A069960|A006840|A089470|A044820|A214320|A002380
2016-02-03,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A063080|A194480|A112040|A213420|A017390|A002020|A067000|A009420|A067390|A141000|A006360|A052790|A182400|A036930|A095720|A002320|A054620|A114810|A036030|A053030
2016-02-03,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A063080|A213420|A002020|A009420|A036930|A067000|A141000|A194480|A006360|A004430|A017390|A095720|A067390|A112040|A002320|A054620|A052790|A060720|A053030|A114810
2016-02-03,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A015750|A013120|A139130|A000990|A200880|A183190|A078070|A089470|A175330|A023410|A030530|A028670|A006840|A102260|A192440|A005880|A029460|A018670
2016-02-03,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A011760|A200880|A013120|A078070|A015750|A004430|A036830|A183190|A175330|A029460|A023410|A006840|A030530|A089470|A139130|A000370|A102260|A018670|A028670
2016-02-03,2,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A003030|A139130|A000990|A200880|A005850|A183190|A015760|A138930|A086790|A005380|A175330|A089470|A000270|A104700|A024110|A011210|A028670
2016-02-03,2,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A011760|A005850|A200880|A006650|A183190|A004800|A138930|A003300|A175330|A003030|A029460|A006840|A120110|A139130|A086790|A089470|A004430|A102260
2016-02-03,2,KOSPI_ALL,PRIVATE_FLOW,BASE,A028050|A006650|A012630|A192820|A111770|A002320|A000150|A000640|A001520|A008770|A047810|A000070|A000720|A192400|A009150|A004150|A011780|A145990|A006840|A002380
2016-02-03,2,KOSPI_ALL,PRIVATE_FLOW,CF20,A006650|A001520|A000640|A002320|A028050|A012630|A000070|A145990|A192820|A071320|A111770|A000720|A000150|A192400|A006060|A004150|A006840|A001120|A069960|A047810
2016-02-04,3,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A182400|A053030|A095720|A002320|A071320|A054620|A060720|A063080|A004430|A072710|A098460|A067390|A020560|A200130|A000990|A078340|A222040|A200670|A141000|A214370
2016-02-04,3,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A071320|A004430|A060720|A095720|A002320|A054620|A053030|A000990|A072710|A063080|A182400|A078340|A067390|A222040|A141000|A020560|A034830|A098460|A200670|A078070
2016-02-04,3,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A015750|A139130|A000990|A013120|A200880|A183190|A078070|A175330|A089470|A030530|A006840|A023410|A028670|A029460|A102260|A005880|A192440|A018670
2016-02-04,3,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A013120|A078070|A200880|A011760|A004430|A036830|A029460|A030530|A175330|A183190|A089470|A023410|A006840|A139130|A015750|A000370|A102260|A018670|A028670
2016-02-04,3,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A139130|A003030|A000990|A005850|A015760|A200880|A183190|A138930|A086790|A005380|A175330|A000270|A089470|A104700|A024110|A006840|A011210
2016-02-04,3,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A005850|A006650|A200880|A011760|A004800|A003300|A138930|A003030|A029460|A004430|A175330|A139130|A183190|A089470|A006840|A120110|A012330|A086790
2016-02-04,3,KOSPI_ALL,PRIVATE_FLOW,BASE,A028050|A006650|A192820|A000150|A047810|A002320|A012630|A008770|A001520|A000640|A000070|A111770|A000720|A005690|A192400|A001120|A009150|A004150|A011780|A006840
2016-02-04,3,KOSPI_ALL,PRIVATE_FLOW,CF20,A006650|A005690|A001520|A002320|A000070|A028050|A000640|A071320|A145990|A012630|A000720|A000150|A192820|A011170|A111770|A192400|A004150|A004430|A001120|A006840
2016-02-05,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A182400|A053030|A095720|A039200|A002320|A071320|A018670|A054620|A063080|A004430|A072710|A067390|A020560|A200130|A000990|A078340|A222040|A200670|A141000|A214370
2016-02-05,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A071320|A004430|A095720|A018670|A002320|A053030|A039200|A000990|A072710|A063080|A054620|A067390|A182400|A078340|A222040|A060720|A020560|A141000|A200130|A200670
2016-02-05,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A015750|A139130|A013120|A183190|A200880|A000990|A078070|A175330|A089470|A030530|A023410|A028670|A035760|A029460|A006840|A102260|A192440|A005880
2016-02-05,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A013120|A078070|A200880|A011760|A036830|A175330|A030530|A029460|A004430|A183190|A015750|A018670|A089470|A023410|A139130|A006840|A000370|A102260|A028670
2016-02-05,4,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A015760|A139130|A003030|A005850|A183190|A200880|A000990|A138930|A086790|A175330|A005380|A089470|A000270|A104700|A011210|A024110|A028670
2016-02-05,4,KOSPI_ALL,PER12MF,CF20,A015760|A000990|A005850|A006650|A011760|A200880|A004800|A175330|A003300|A138930|A029460|A003030|A183190|A089470|A139130|A018670|A006840|A004430|A120110|A012330
2016-02-05,4,KOSPI_ALL,PRIVATE_FLOW,BASE,A028050|A006650|A047810|A002320|A000150|A192820|A001520|A008770|A011780|A111770|A001120|A000640|A192400|A005690|A000070|A009150|A004150|A000720|A006840|A012630
2016-02-05,4,KOSPI_ALL,PRIVATE_FLOW,CF20,A006650|A001520|A005690|A002320|A028050|A000070|A000640|A071320|A145990|A192820|A000720|A000150|A192400|A111770|A001120|A004150|A012630|A006840|A012510|A047810
2016-02-11,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A182400|A053030|A095720|A067390|A018670|A002320|A071320|A063080|A054620|A004430|A072710|A013120|A200130|A000990|A078340|A020560|A222040|A200670|A214370|A175330
2016-02-11,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A071320|A004430|A018670|A095720|A067390|A000990|A002320|A013120|A053030|A063080|A072710|A182400|A054620|A078340|A060720|A078070|A222040|A029460|A200130|A175330
2016-02-11,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A015750|A139130|A013120|A000990|A183190|A200880|A078070|A175330|A030530|A023410|A089470|A028670|A029460|A035760|A006840|A102260|A192440|A005880
2016-02-11,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A013120|A078070|A011760|A200880|A015750|A004430|A175330|A036830|A029460|A030530|A183190|A023410|A006840|A018670|A139130|A089470|A102260|A000370|A028670
2016-02-11,5,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A003030|A139130|A015760|A005850|A000990|A183190|A200880|A138930|A086790|A175330|A005380|A000270|A089470|A104700|A011210|A024110|A028670
2016-02-11,5,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A006650|A005850|A003300|A011760|A200880|A004800|A003030|A175330|A138930|A029460|A004430|A183190|A078930|A006840|A089470|A139130|A012330|A024110
2016-02-11,5,KOSPI_ALL,PRIVATE_FLOW,BASE,A028050|A047810|A006650|A002320|A000150|A001520|A011780|A008770|A001120|A009150|A192400|A192820|A005690|A006840|A004150|A145990|A000640|A012630|A111770|A007210
2016-02-11,5,KOSPI_ALL,PRIVATE_FLOW,CF20,A001520|A006650|A005690|A002320|A028050|A071320|A145990|A012630|A000640|A004150|A093050|A000070|A000150|A047810|A192400|A001120|A006840|A000720|A007210|A192820
2016-02-12,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A182400|A053030|A095720|A067390|A018670|A002320|A071320|A063080|A054620|A004430|A072710|A013120|A200130|A000990|A078340|A020560|A036930|A222040|A200670|A214370
2016-02-12,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A071320|A004430|A018670|A095720|A002320|A000990|A013120|A053030|A063080|A054620|A067390|A072710|A182400|A078340|A036930|A078070|A222040|A060720|A020560|A029460
2016-02-12,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A015750|A000990|A139130|A013120|A183190|A200880|A030530|A078070|A023410|A175330|A006840|A029460|A035760|A028670|A089470|A102260|A192440|A005880
2016-02-12,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A000990|A013120|A078070|A011760|A200880|A015750|A004430|A029460|A036830|A175330|A183190|A030530|A006840|A023410|A018670|A139130|A000370|A102260|A016450|A089470
2016-02-12,6,KOSPI_ALL,PER12MF,BASE,A011760|A004800|A003300|A000990|A139130|A003030|A015760|A183190|A005850|A200880|A138930|A086790|A175330|A005380|A006840|A104700|A029460|A024110|A028670|A006650
2016-02-12,6,KOSPI_ALL,PER12MF,CF20,A000990|A015760|A006650|A003300|A005850|A011760|A200880|A029460|A003030|A004430|A175330|A004800|A138930|A006840|A183190|A024110|A139130|A005380|A089470|A120110
2016-02-12,6,KOSPI_ALL,PRIVATE_FLOW,BASE,A028050|A006650|A002320|A009150|A000150|A005690|A001520|A192400|A011780|A001120|A192820|A004150|A000640|A047810|A093050|A145990|A014680|A071320|A089470|A012630
2016-02-12,6,KOSPI_ALL,PRIVATE_FLOW,CF20,A001520|A006650|A005690|A071320|A002320|A028050|A145990|A000640|A004150|A000150|A012630|A192400|A001120|A093050|A000720|A089470|A012510|A111770|A009150|A192820
2016-02-15,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A182400|A095720|A053030|A071320|A067390|A018670|A002320|A063080|A004430|A072710|A054620|A013120|A122990|A000990|A015860|A078340|A036930|A222040|A200670|A175330
2016-02-15,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A071320|A004430|A095720|A018670|A002320|A013120|A063080|A000990|A072710|A053030|A067390|A054620|A182400|A078340|A036930|A122990|A078070|A015860|A222040|A025900
2016-02-15,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A011760|A036830|A000990|A015750|A139130|A013120|A200880|A183190|A078070|A175330|A023410|A030530|A006840|A035760|A028670|A192440|A029460|A089470|A102260|A005880
